StoryID,TokenID,Masked_Word,C1,C2,C3,C4,C5,C6,C7,GT,GT_isboundary,GT_boundary_forbidden
G4S7,G4070016,"down,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070017,and,0,0,0,0,0,0,0,0,0,1
G4S7,G4070018,most,0,0,0,0,0,0,0,0,0,1
G4S7,G4070019,of,0,0,0,1,0,0,0,1,0,0
G4S7,G4070020,its,0,0,0,0,0,0,0,0,0,1
G4S7,G4070021,<concept>,1,0,0,0,0,1,0,2,0,0
G4S7,G4070022,<state>?,1,1,1,1,1,1,1,7,1,0
G4S7,G4070023,This,0,0,0,0,0,0,0,0,0,1
G4S7,G4070024,<animal>,1,1,1,0,0,1,1,5,1,0
G4S7,G4070025,is,0,0,0,0,0,0,0,0,0,1
G4S7,G4070026,the,0,0,0,0,0,0,0,0,0,1
G4S7,G4070027,<animal>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070028,The,0,0,0,1,0,0,0,1,0,0
G4S7,G4070029,<animal>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070030,is,0,0,0,0,0,0,0,0,0,1
G4S7,G4070031,a,0,0,0,1,0,0,0,1,0,0
G4S7,G4070032,"<category>,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070033,that,0,0,0,0,0,0,0,0,0,1
G4S7,G4070034,"is,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070035,an,0,0,0,0,0,0,0,0,0,1
G4S7,G4070036,<animal>,1,0,1,1,0,1,0,4,0,0
G4S7,G4070037,which,0,0,0,0,0,0,0,0,0,1
G4S7,G4070038,<action>,0,0,0,0,0,0,1,1,0,0
G4S7,G4070039,on,0,0,0,0,0,0,0,0,0,1
G4S7,G4070040,its,0,0,0,0,0,0,0,0,0,1
G4S7,G4070041,<family_member>'s,0,0,0,0,0,0,0,0,0,1
G4S7,G4070042,<substance>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070043,when,0,0,0,0,0,0,0,0,0,1
G4S7,G4070044,<adjective>.,1,1,1,1,1,1,1,7,1,0
G4S7,G4070045,It,0,0,0,0,0,0,0,0,0,1
G4S7,G4070046,is,0,0,0,0,0,0,0,0,0,1
G4S7,G4070047,<action>,1,1,0,0,0,1,1,4,0,0
G4S7,G4070048,in,0,0,0,0,0,0,0,0,0,1
G4S7,G4070049,the,0,0,0,0,0,0,0,0,0,1
G4S7,G4070050,<environments>,1,0,1,1,1,1,1,6,1,0
G4S7,G4070051,of,0,0,0,0,0,0,0,0,0,1
G4S7,G4070052,<continent>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070053,<continent>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070054,It,0,0,0,0,0,0,0,0,0,1
G4S7,G4070055,<action>,1,1,1,1,0,1,1,6,1,0
G4S7,G4070056,and,0,0,0,0,0,0,0,0,0,1
G4S7,G4070057,<action>,0,0,1,1,1,0,1,4,0,0
G4S7,G4070058,<position>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070059,"down,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070060,<action>,0,0,0,1,0,0,0,1,0,0
G4S7,G4070061,onto,0,0,0,0,0,0,0,0,0,1
G4S7,G4070062,the,0,0,0,1,0,0,0,1,0,0
G4S7,G4070063,<part>,0,0,0,0,0,0,1,1,0,0
G4S7,G4070064,of,0,0,0,1,0,0,0,1,0,0
G4S7,G4070065,a,0,0,0,0,0,0,0,0,0,1
G4S7,G4070066,<plant>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070067,with,0,0,0,0,0,0,0,0,0,1
G4S7,G4070068,its,0,0,0,0,0,0,0,0,0,1
G4S7,G4070069,<body_parts>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070070,The,0,0,0,1,0,0,0,1,0,0
G4S7,G4070071,<animal>,1,1,1,0,0,1,0,4,0,0
G4S7,G4070072,is,0,0,0,1,0,0,0,1,0,0
G4S7,G4070073,one,0,0,0,0,0,0,0,0,0,1
G4S7,G4070074,of,0,0,0,0,0,0,0,0,0,1
G4S7,G4070075,the,0,0,0,1,0,0,0,1,0,0
G4S7,G4070076,<superlative>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070077,<animals>,1,0,0,0,0,1,0,2,0,0
G4S7,G4070078,<adjective>!,1,1,1,0,1,1,1,6,1,0
G4S7,G4070079,It,0,0,0,0,0,0,0,0,0,1
G4S7,G4070080,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070081,from,0,0,0,1,0,0,0,1,0,0
G4S7,G4070082,a,0,0,0,0,0,0,0,0,0,1
G4S7,G4070083,<location>,1,1,1,1,1,1,1,7,1,0
G4S7,G4070084,only,0,0,0,0,0,0,0,0,0,1
G4S7,G4070085,when,0,0,0,1,0,0,1,2,0,0
G4S7,G4070086,it,0,0,0,0,0,0,0,0,0,1
G4S7,G4070087,has,0,0,0,1,0,0,0,1,0,0
G4S7,G4070088,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070089,<action>,1,0,0,0,1,1,1,4,0,0
G4S7,G4070090,all,0,0,0,0,0,0,0,0,0,1
G4S7,G4070091,the,0,0,0,1,0,0,0,1,0,0
G4S7,G4070092,<substance>,0,0,1,0,0,0,0,1,0,0
G4S7,G4070093,<position>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070094,Its,0,0,0,0,0,0,0,0,0,1
G4S7,G4070095,<entities>,1,0,1,0,0,1,1,4,0,0
G4S7,G4070096,do,0,0,0,0,0,0,0,0,0,1
G4S7,G4070097,not,0,0,0,1,0,0,0,1,0,0
G4S7,G4070098,<action>,0,1,0,0,0,0,0,1,0,0
G4S7,G4070099,it,1,0,1,0,1,1,1,5,1,0
G4S7,G4070100,because,1,0,0,0,0,1,0,2,0,0
G4S7,G4070101,it,0,0,0,0,0,0,0,0,0,1
G4S7,G4070102,<action>,0,0,0,0,0,0,1,1,0,0
G4S7,G4070103,without,0,0,0,0,0,0,0,0,0,1
G4S7,G4070104,<action>,1,1,1,0,1,1,1,6,1,0
G4S7,G4070105,for,0,0,0,0,0,0,0,0,0,1
G4S7,G4070106,such,0,0,0,1,0,0,0,1,0,0
G4S7,G4070107,a,0,0,0,0,0,0,0,0,0,1
G4S7,G4070108,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070109,<time>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070110,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070111,"<animals>,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070112,which,0,0,0,1,0,0,0,1,0,0
G4S7,G4070113,might,0,0,0,0,0,0,0,0,0,1
G4S7,G4070114,otherwise,0,0,0,0,0,0,0,0,0,1
G4S7,G4070115,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070116,"it,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070117,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070118,it,0,0,0,0,0,0,0,0,0,1
G4S7,G4070119,<adverb>.,1,1,1,0,1,1,1,6,1,0
G4S7,G4070120,As,0,0,0,0,0,0,0,0,0,1
G4S7,G4070121,they,0,0,0,1,0,0,0,1,0,0
G4S7,G4070122,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070123,by,1,1,0,1,0,1,1,5,1,0
G4S7,G4070124,beneath,0,0,0,0,0,0,0,0,0,1
G4S7,G4070125,a,0,0,0,0,0,0,0,0,0,1
G4S7,G4070126,"<plant>,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070127,they,0,0,0,1,0,0,0,1,0,0
G4S7,G4070128,do,0,0,0,0,0,0,0,0,0,1
G4S7,G4070129,not,0,0,0,0,0,0,0,0,0,1
G4S7,G4070130,<action>,0,0,0,0,0,0,0,0,0,1
G4S7,G4070131,the,0,0,0,0,0,0,0,0,0,1
G4S7,G4070132,"<animal>,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070133,which,0,0,0,0,0,0,0,0,0,1
G4S7,G4070134,is,0,0,0,0,0,0,0,0,0,1
G4S7,G4070135,"<action>,",1,1,1,0,0,1,1,5,1,0
G4S7,G4070136,"<adjective>,",1,1,1,0,1,1,1,6,1,0
G4S7,G4070137,from,0,0,0,1,0,0,0,1,0,0
G4S7,G4070138,one,0,0,0,0,0,0,0,0,0,1
G4S7,G4070139,of,0,0,0,1,0,0,0,1,0,0
G4S7,G4070140,the,0,0,0,0,0,0,0,0,0,1
G4S7,G4070141,<parts>!,1,1,1,0,1,1,1,6,1,0
G4S8,G4080001,"Once,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080002,in,0,0,0,0,0,0,0,0,0,1
G4S8,G4080003,"<country>,",1,1,1,0,1,1,1,6,1,0
G4S8,G4080004,there,0,0,0,0,0,0,0,0,0,1
G4S8,G4080005,were,0,0,0,0,0,0,0,0,0,1
G4S8,G4080006,<number>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080007,<people>,1,1,1,1,1,1,1,7,1,0
G4S8,G4080008,who,0,0,0,0,0,0,0,0,0,1
G4S8,G4080009,were,0,0,0,0,0,0,0,0,0,1
G4S8,G4080010,very,0,0,0,0,0,0,0,0,0,1
G4S8,G4080011,<adjective_economic>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080012,After,0,0,0,0,0,0,0,0,0,1
G4S8,G4080013,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080014,without,0,0,0,0,0,0,0,0,0,1
G4S8,G4080015,<substance>,1,0,0,0,1,1,1,4,0,0
G4S8,G4080016,for,0,0,0,0,0,0,0,0,0,1
G4S8,G4080017,<number>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080018,"<time_units>,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080019,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080020,<action>,1,1,1,1,1,1,1,7,1,0
G4S8,G4080021,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080022,would,0,0,0,0,0,0,0,0,0,1
G4S8,G4080023,<action>,1,0,0,1,0,1,1,4,0,0
G4S8,G4080024,all,0,0,0,0,0,0,0,0,0,1
G4S8,G4080025,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080026,<currency>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080027,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080028,had,1,1,1,1,1,1,1,7,1,0
G4S8,G4080029,on,0,0,0,0,0,0,0,0,0,1
G4S8,G4080030,a,0,0,0,0,0,0,0,0,0,1
G4S8,G4080031,<animal>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080032,They,0,0,0,0,0,0,0,0,0,1
G4S8,G4080033,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080034,one,1,0,1,1,1,1,1,6,1,0
G4S8,G4080035,and,0,1,0,0,0,0,0,1,0,0
G4S8,G4080036,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080037,it,1,0,0,0,0,1,1,3,0,0
G4S8,G4080038,over,0,0,0,0,0,0,0,0,0,1
G4S8,G4080039,a,0,0,0,0,0,0,0,0,0,1
G4S8,G4080040,<element>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080041,One,0,0,0,0,0,0,0,0,0,1
G4S8,G4080042,of,0,0,0,0,0,0,0,0,0,1
G4S8,G4080043,them,0,0,0,0,0,0,0,0,0,1
G4S8,G4080044,<action>,1,1,0,1,1,1,1,6,1,0
G4S8,G4080045,that,0,0,1,0,0,0,0,1,0,0
G4S8,G4080046,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080047,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080048,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080049,<animal>,1,0,1,0,1,1,1,5,1,0
G4S8,G4080050,until,0,0,0,0,0,0,0,0,0,1
G4S8,G4080051,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080052,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080053,<time_period>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080054,That,0,0,0,0,0,0,0,0,0,1
G4S8,G4080055,"<time_period>,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080056,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080057,would,0,0,0,0,0,0,0,0,0,1
G4S8,G4080058,<action>,1,1,1,1,1,1,1,7,1,0
G4S8,G4080059,and,0,0,0,0,0,0,0,0,0,1
G4S8,G4080060,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080061,one,0,0,0,0,0,0,0,0,0,1
G4S8,G4080062,who,0,0,0,0,0,0,0,0,0,1
G4S8,G4080063,<action>,1,1,0,0,0,1,1,4,0,0
G4S8,G4080064,of,0,0,0,0,0,0,0,0,0,1
G4S8,G4080065,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080066,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080067,<superlative>,1,1,1,1,1,1,1,7,1,0
G4S8,G4080068,would,0,0,0,0,0,0,0,0,0,1
G4S8,G4080069,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080070,it,0,0,0,0,0,0,0,0,0,1
G4S8,G4080071,all.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080072,The,0,0,0,0,0,0,0,0,0,1
G4S8,G4080073,other,0,0,0,0,0,0,0,0,0,1
G4S8,G4080074,<number>,1,0,0,0,0,1,0,2,0,0
G4S8,G4080075,<action>,0,1,1,0,1,0,1,4,0,0
G4S8,G4080076,it,0,0,0,0,0,0,0,0,0,1
G4S8,G4080077,was,0,0,0,0,0,0,0,0,0,1
G4S8,G4080078,a,0,0,0,0,0,0,0,0,0,1
G4S8,G4080079,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080080,"<concept>,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080081,and,0,0,0,0,0,0,0,0,0,1
G4S8,G4080082,at,0,0,0,0,0,0,0,0,0,1
G4S8,G4080083,"<time>,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080084,they,0,0,0,0,0,0,0,0,0,1
G4S8,G4080085,all,0,0,0,0,0,0,0,0,0,1
G4S8,G4080086,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080087,down.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080088,But,0,0,0,0,0,0,0,0,0,1
G4S8,G4080089,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080090,<ordinal>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080091,<person>,0,1,0,0,0,0,0,1,0,0
G4S8,G4080092,<action>,1,0,1,1,1,1,1,6,1,0
G4S8,G4080093,until,0,0,0,0,0,0,0,0,0,1
G4S8,G4080094,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080095,other,0,0,0,0,0,0,0,0,0,1
G4S8,G4080096,<number>,1,0,0,0,0,1,1,3,0,0
G4S8,G4080097,were,0,0,0,0,0,0,0,0,0,1
G4S8,G4080098,<state>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080099,Then,1,0,0,0,0,1,0,2,0,0
G4S8,G4080100,he,0,0,0,0,0,0,0,0,0,1
G4S8,G4080101,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080102,up,1,1,1,1,1,1,1,7,1,0
G4S8,G4080103,and,0,0,0,0,0,0,0,0,0,1
G4S8,G4080104,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080105,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080106,<animal>,1,0,1,0,1,1,1,5,1,0
G4S8,G4080107,before,0,0,0,0,0,0,0,0,0,1
G4S8,G4080108,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080109,back,0,0,0,0,0,0,0,0,0,1
G4S8,G4080110,to,0,0,0,0,0,0,0,0,0,1
G4S8,G4080111,<action>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080112,In,0,0,0,0,0,0,0,0,0,1
G4S8,G4080113,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080114,"<time_period>,",1,1,1,1,1,1,1,7,1,0
G4S8,G4080115,the,0,0,0,0,0,0,0,0,0,1
G4S8,G4080116,<number>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080117,<people>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080118,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080119,up,1,1,1,1,1,1,1,7,1,0
G4S8,G4080120,and,0,0,0,0,0,0,0,0,0,1
G4S8,G4080121,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080122,to,0,0,0,0,0,0,0,0,0,1
G4S8,G4080123,<action>,1,0,0,0,0,1,1,3,0,0
G4S8,G4080124,about,0,0,0,0,0,0,0,0,0,1
G4S8,G4080125,their,0,0,0,0,0,0,0,0,0,1
G4S8,G4080126,<mental_states>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080127,One,0,0,0,0,0,0,0,0,0,1
G4S8,G4080128,of,0,0,0,0,0,0,0,0,0,1
G4S8,G4080129,them,0,0,0,0,0,0,0,0,0,1
G4S8,G4080130,<action>,1,1,0,0,1,1,1,5,1,0
G4S8,G4080131,that,0,0,1,1,0,0,0,2,0,0
G4S8,G4080132,he,0,0,0,0,0,0,0,0,0,1
G4S8,G4080133,had,0,0,0,0,0,0,0,0,0,1
G4S8,G4080134,<action>,1,1,0,0,1,1,1,5,1,0
G4S8,G4080135,he,0,0,0,0,0,0,0,0,0,1
G4S8,G4080136,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080137,to,0,0,0,0,0,0,0,0,0,1
G4S8,G4080138,<country>.,1,1,1,1,1,1,1,7,1,0
G4S8,G4080139,Another,0,0,0,0,0,0,0,0,0,1
G4S8,G4080140,one,0,0,0,0,0,0,0,0,0,1
G4S8,G4080141,<action>,1,1,0,0,1,1,1,5,1,0
G4S8,G4080142,that,0,0,1,0,0,0,0,1,0,0
G4S8,G4080143,he,0,0,0,0,0,0,0,0,0,1
G4S8,G4080144,had,0,0,0,0,0,0,0,0,0,1
G4S8,G4080145,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080146,<comparative>,1,1,1,1,1,1,1,7,1,0
G4S8,G4080147,and,0,0,0,0,0,0,0,0,0,1
G4S8,G4080148,<action>,1,0,0,0,0,1,1,3,0,0
G4S8,G4080149,he,0,0,0,0,0,0,0,0,0,1
G4S8,G4080150,<action>,0,0,0,0,0,0,0,0,0,1
G4S8,G4080151,to,0,0,0,0,0,0,0,0,0,1
G4S8,G4080152,<country>.,1,1,1,1,1,1,1,7,1,0
G4S9,G4090001,What,0,0,0,0,0,0,0,0,0,1
G4S9,G4090002,<action>,1,1,1,1,1,1,1,7,1,0
G4S9,G4090003,when,0,0,0,0,0,0,0,0,0,1
G4S9,G4090004,you,0,0,0,0,0,0,0,0,0,1
G4S9,G4090005,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090006,<adjective_temperature>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090007,<substance>,1,0,1,0,1,1,1,5,1,0
G4S9,G4090008,into,0,0,0,0,0,0,0,0,0,1
G4S9,G4090009,a,0,0,0,1,0,0,0,1,0,0
G4S9,G4090010,<adjective_temperature>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090011,<container>?,1,1,1,0,1,1,1,6,1,0
G4S9,G4090012,The,0,0,0,0,0,0,0,0,0,1
G4S9,G4090013,same,0,0,0,0,0,0,0,0,0,1
G4S9,G4090014,<concept>,0,1,1,0,0,0,1,3,0,0
G4S9,G4090015,that,0,0,0,0,0,0,0,0,0,1
G4S9,G4090016,<action>,1,0,1,1,1,1,1,6,1,0
G4S9,G4090017,when,0,0,0,0,0,0,0,0,0,1
G4S9,G4090018,you,0,0,0,0,0,0,0,0,0,1
G4S9,G4090019,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090020,<adjective_temperature>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090021,<substance>,1,1,1,0,1,1,1,6,1,0
G4S9,G4090022,into,0,0,0,0,0,0,0,0,0,1
G4S9,G4090023,a,0,0,0,1,0,0,0,1,0,0
G4S9,G4090024,<adjective_temperature>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090025,<container>,1,1,1,0,1,1,1,6,1,0
G4S9,G4090026,it,0,0,0,0,0,0,0,0,0,1
G4S9,G4090027,<action>!,1,1,1,1,1,1,1,7,1,0
G4S9,G4090028,But,1,0,1,0,0,0,0,2,0,0
G4S9,G4090029,do,0,0,0,0,0,0,0,0,0,1
G4S9,G4090030,you,0,0,0,0,0,0,0,0,0,1
G4S9,G4090031,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090032,something?,1,1,1,0,1,1,1,6,1,0
G4S9,G4090033,If,0,0,0,0,0,0,0,0,0,1
G4S9,G4090034,you,0,0,0,1,0,0,0,1,0,0
G4S9,G4090035,<action>,0,0,1,0,0,1,1,3,0,0
G4S9,G4090036,a,0,0,0,0,0,0,0,0,0,1
G4S9,G4090037,very,1,0,0,0,0,0,0,1,0,0
G4S9,G4090038,<adjective>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090039,"<container>,",1,1,1,0,1,1,1,6,1,0
G4S9,G4090040,it,0,0,0,0,0,0,0,0,0,1
G4S9,G4090041,will,0,0,0,0,0,0,0,0,0,1
G4S9,G4090042,not,0,0,0,0,0,0,0,0,0,1
G4S9,G4090043,<action>,1,1,1,0,1,1,1,6,1,0
G4S9,G4090044,even,0,0,0,1,0,0,0,1,0,0
G4S9,G4090045,if,0,0,0,0,0,0,0,0,0,1
G4S9,G4090046,you,0,0,0,1,0,0,0,1,0,0
G4S9,G4090047,<action>,0,0,1,0,0,1,1,3,0,0
G4S9,G4090048,<adjective_temperature>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090049,<substance>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090050,into,0,0,0,1,0,0,0,1,0,0
G4S9,G4090051,it,1,1,1,0,1,1,1,6,1,0
G4S9,G4090052,when,0,0,0,0,0,0,0,0,0,1
G4S9,G4090053,it,0,0,0,0,0,0,0,0,0,1
G4S9,G4090054,is,0,0,0,0,0,0,0,0,0,1
G4S9,G4090055,<adjective_temperature>,1,1,1,1,1,1,1,7,1,0
G4S9,G4090056,or,0,0,0,0,0,0,0,0,0,1
G4S9,G4090057,<adjective_temperature>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090058,<substance>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090059,into,0,0,0,1,0,0,0,1,0,0
G4S9,G4090060,it,1,1,1,1,1,1,1,7,1,0
G4S9,G4090061,when,0,0,0,0,0,0,0,0,0,1
G4S9,G4090062,it,0,0,0,0,0,0,0,0,0,1
G4S9,G4090063,is,0,0,0,0,0,0,0,0,0,1
G4S9,G4090064,<adjective_temperature>!,1,1,1,0,1,1,1,6,1,0
G4S9,G4090065,<people>,0,1,0,0,0,0,0,1,0,0
G4S9,G4090066,<action>,0,0,0,0,0,1,0,1,0,0
G4S9,G4090067,<containers>,0,0,1,1,1,0,1,4,0,0
G4S9,G4090068,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090069,of,0,0,0,0,0,0,0,0,0,1
G4S9,G4090070,very,0,0,0,1,0,0,0,1,0,0
G4S9,G4090071,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090072,<material>,0,1,1,0,1,1,1,5,1,0
G4S9,G4090073,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090074,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090075,<containers>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090076,They,0,0,0,0,0,0,0,0,0,1
G4S9,G4090077,can,0,0,0,1,0,0,0,1,0,0
G4S9,G4090078,be,0,0,0,0,0,0,0,0,0,1
G4S9,G4090079,<action>,0,0,0,0,0,1,1,2,0,0
G4S9,G4090080,on,0,0,0,0,0,0,0,0,0,1
G4S9,G4090081,the,0,0,0,0,0,0,0,0,0,1
G4S9,G4090082,<element>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090083,<substance>,0,0,1,1,0,0,0,2,0,0
G4S9,G4090084,can,0,0,0,0,0,0,0,0,0,1
G4S9,G4090085,be,0,0,0,0,0,0,0,0,0,1
G4S9,G4090086,<action>,0,0,0,0,0,0,1,1,0,0
G4S9,G4090087,in,0,0,0,0,0,0,0,0,0,1
G4S9,G4090088,them,1,1,1,1,1,1,1,7,1,0
G4S9,G4090089,they,0,0,0,0,0,0,0,0,0,1
G4S9,G4090090,do,0,0,0,0,0,0,0,0,0,1
G4S9,G4090091,not,0,0,0,1,0,0,0,1,0,0
G4S9,G4090092,<action>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090093,<action>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090094,of,0,0,0,0,0,0,0,0,0,1
G4S9,G4090095,<number>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090096,"<containers>,",1,1,1,0,1,1,1,6,1,0
G4S9,G4090097,one,0,0,0,1,0,0,0,1,0,0
G4S9,G4090098,"<adjective>,",1,1,1,0,1,1,1,6,1,0
G4S9,G4090099,one,0,0,0,0,0,0,0,0,0,1
G4S9,G4090100,<adjective>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090101,<action>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090102,<substance>,0,1,1,0,0,1,1,4,0,0
G4S9,G4090103,is,0,0,0,0,0,0,0,0,0,1
G4S9,G4090104,<action>,1,0,0,1,0,0,0,2,0,0
G4S9,G4090105,into,0,0,0,0,0,0,0,0,0,1
G4S9,G4090106,them.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090107,Which,0,0,0,1,0,0,0,1,0,0
G4S9,G4090108,one,0,0,0,0,0,0,0,0,0,1
G4S9,G4090109,<action>?,1,1,1,0,1,1,1,6,1,0
G4S9,G4090110,The,0,0,0,0,0,0,0,0,0,1
G4S9,G4090111,<adjective>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090112,one!,1,1,1,0,1,1,1,6,1,0
G4S9,G4090113,Let,0,0,0,0,0,0,0,0,0,1
G4S9,G4090114,us,0,0,0,0,0,0,0,0,0,1
G4S9,G4090115,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090116,why.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090117,<adjective_temperature>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090118,<substance>,0,1,1,0,0,1,0,3,0,0
G4S9,G4090119,is,0,0,0,1,0,0,0,1,0,0
G4S9,G4090120,<action>,1,0,0,0,0,0,1,2,0,0
G4S9,G4090121,into,0,0,0,0,0,1,0,1,0,0
G4S9,G4090122,the,0,0,0,0,0,0,0,0,0,1
G4S9,G4090123,<adjective>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090124,<container>.,1,1,1,1,1,1,1,7,1,0
G4S9,G4090125,The,0,0,0,0,0,0,0,0,0,1
G4S9,G4090126,<position>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090127,of,0,0,0,0,0,0,0,0,0,1
G4S9,G4090128,the,0,0,0,1,0,0,0,1,0,0
G4S9,G4090129,<container>,0,1,1,0,0,1,1,4,0,0
G4S9,G4090130,<action>,0,0,0,1,0,0,0,1,0,0
G4S9,G4090131,<adjective_temperature>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090132,It,0,0,0,0,0,0,0,0,0,1
G4S9,G4090133,"<action>,",1,1,1,1,1,1,1,7,1,0
G4S9,G4090134,that,0,0,0,0,0,0,0,0,0,1
G4S9,G4090135,"is,",1,1,1,0,0,1,1,5,1,0
G4S9,G4090136,it,0,0,0,0,0,0,0,0,0,1
G4S9,G4090137,<action>,0,0,0,0,0,0,0,0,0,1
G4S9,G4090138,<comparative>.,1,1,1,0,1,1,1,6,1,0
G4S9,G4090139,The,0,0,0,1,0,0,0,1,0,0
