StoryID,Token ID,Masked_Word,A1,A2,A3,A4,A5,A6,A7,GT,GT_isboundary,GT_boundary_forbidden
G4S1,G4010009,"<building>,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010010,<proper_name>,0,0,0,0,1,0,1,2,0,0
G4S1,G4010011,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010012,<animal>,0,0,0,1,1,1,1,4,0,0
G4S1,G4010013,<action>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010014,an,0,0,0,0,0,0,0,0,0,1
G4S1,G4010015,<object>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010016,The,0,0,0,0,0,0,0,0,0,1
G4S1,G4010017,<object>,0,1,0,1,0,0,1,3,0,0
G4S1,G4010018,<movement>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010019,down,1,0,0,1,0,1,0,3,0,0
G4S1,G4010020,through,0,0,0,0,0,0,0,0,0,1
G4S1,G4010021,a,0,0,0,0,0,0,0,0,0,1
G4S1,G4010022,<gap>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010023,in,0,0,0,0,0,0,0,0,0,1
G4S1,G4010024,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010025,<structure>,0,1,0,1,1,1,1,5,1,0
G4S1,G4010026,into,0,0,0,0,0,0,0,0,0,1
G4S1,G4010027,a,0,0,0,0,0,0,0,0,0,1
G4S1,G4010028,<space>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010029,down,0,0,0,0,0,0,0,0,0,1
G4S1,G4010030,below.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010031,<proper_name>,0,1,0,0,1,0,0,2,0,0
G4S1,G4010032,<movement>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010033,down,0,0,0,0,0,0,0,0,0,1
G4S1,G4010034,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010035,steps,0,1,0,1,0,1,1,4,0,0
G4S1,G4010036,to,0,0,0,0,0,0,0,0,0,1
G4S1,G4010037,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010038,<space>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010039,below.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010040,She,0,0,0,0,0,0,0,0,0,1
G4S1,G4010041,<speech>,0,0,0,0,0,1,0,1,0,0
G4S1,G4010042,<proper_name>,0,1,0,0,1,0,1,3,0,0
G4S1,G4010043,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010044,<animal>,0,1,1,1,1,1,1,6,1,0
G4S1,G4010045,if,0,0,0,0,0,0,0,0,0,1
G4S1,G4010046,he,0,0,0,0,0,0,0,0,0,1
G4S1,G4010047,had,0,0,0,0,0,1,0,1,0,0
G4S1,G4010048,<perception>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010049,her,0,0,0,0,0,0,0,0,0,1
G4S1,G4010050,<object>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010051,<proper_name>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010052,<response>,1,1,1,1,0,1,1,6,1,0
G4S1,G4010053,that,0,0,0,0,0,0,0,0,0,1
G4S1,G4010054,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010055,<object>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010056,had,0,0,0,0,0,0,0,0,0,1
G4S1,G4010057,<movement>,0,0,0,1,0,1,0,2,0,0
G4S1,G4010058,on,0,0,0,0,0,0,0,0,0,1
G4S1,G4010059,his,0,0,0,0,0,0,0,0,0,1
G4S1,G4010060,<container>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010061,of,0,0,0,0,0,0,0,0,0,1
G4S1,G4010062,<food>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010063,Then,0,0,0,0,0,0,0,0,0,1
G4S1,G4010064,it,0,0,0,0,0,0,0,0,0,1
G4S1,G4010065,<movement>,0,0,0,1,0,0,0,1,0,0
G4S1,G4010066,along,0,0,0,0,0,0,0,0,0,1
G4S1,G4010067,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010068,"<furniture>,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010069,and,0,0,0,0,0,0,0,0,0,1
G4S1,G4010070,out,0,0,0,0,0,0,0,0,0,1
G4S1,G4010071,of,0,0,0,0,0,0,0,0,0,1
G4S1,G4010072,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010073,<opening>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010074,A,0,0,0,0,0,0,0,0,0,1
G4S1,G4010075,little,0,0,0,0,0,0,0,0,0,1
G4S1,G4010076,<creature>,0,0,0,1,0,0,0,1,0,0
G4S1,G4010077,<speech>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010078,<proper_name>,1,1,1,1,1,1,1,7,1,0
G4S1,G4010079,that,0,0,0,0,0,0,0,0,0,1
G4S1,G4010080,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010081,<object>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010082,had,0,0,0,0,0,1,0,1,0,0
G4S1,G4010083,<movement>,0,0,0,1,0,0,0,1,0,0
G4S1,G4010084,along,0,0,0,0,0,0,0,0,0,1
G4S1,G4010085,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010086,drain,0,0,0,0,0,0,0,0,0,1
G4S1,G4010087,pipe,0,1,0,1,1,1,1,5,1,0
G4S1,G4010088,and,0,0,0,0,0,0,0,0,0,1
G4S1,G4010089,then,0,0,0,0,0,1,0,1,0,0
G4S1,G4010090,into,0,0,0,0,0,0,0,0,0,1
G4S1,G4010091,a,0,0,0,0,0,0,0,0,0,1
G4S1,G4010092,<gap>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010093,<proper_name>,0,1,0,0,0,0,0,1,0,0
G4S1,G4010094,<movement>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010095,across,0,0,0,0,0,0,0,0,0,1
G4S1,G4010096,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010097,<place>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010098,She,0,0,0,0,0,0,0,0,0,1
G4S1,G4010099,<perception>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010100,her,0,0,0,0,0,0,0,0,0,1
G4S1,G4010101,<object>,0,1,0,1,1,1,1,5,1,0
G4S1,G4010102,just,0,0,1,0,0,0,0,1,0,0
G4S1,G4010103,before,0,0,0,0,0,1,0,1,0,0
G4S1,G4010104,it,0,0,0,0,0,0,0,0,0,1
G4S1,G4010105,<movement>,0,0,0,1,0,0,0,1,0,0
G4S1,G4010106,into,0,0,0,0,0,0,0,0,0,1
G4S1,G4010107,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010108,<gap>,0,0,0,0,1,1,1,3,0,0
G4S1,G4010109,in,0,0,0,0,0,0,0,0,0,1
G4S1,G4010110,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010111,<ground>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010112,Just,0,0,0,0,0,0,0,0,0,1
G4S1,G4010113,"then,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010114,from,0,0,0,0,0,0,0,0,0,1
G4S1,G4010115,out,0,0,0,0,0,0,0,0,0,1
G4S1,G4010116,of,0,0,0,0,0,0,0,0,0,1
G4S1,G4010117,the,0,0,0,0,0,0,0,0,0,1
G4S1,G4010118,"<gap>,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010119,<appeared>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010120,a,0,0,0,0,0,0,0,0,0,1
G4S1,G4010121,small,0,0,0,0,0,0,0,0,0,1
G4S1,G4010122,<creature>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010123,The,0,0,0,0,0,0,0,0,0,1
G4S1,G4010124,<creature>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010125,<speech>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010126,<proper_name>,0,1,0,1,1,1,1,5,1,0
G4S1,G4010127,that,0,0,0,0,0,0,0,0,0,1
G4S1,G4010128,it,0,0,0,0,0,0,0,0,0,1
G4S1,G4010129,had,0,0,0,0,0,0,0,0,0,1
G4S1,G4010130,<perception>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010131,her,0,0,0,0,0,0,0,0,0,1
G4S1,G4010132,<object>.,1,1,0,1,1,1,1,6,1,0
G4S1,G4010133,The,0,0,0,0,0,0,0,0,0,1
G4S1,G4010134,<object>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010135,had,0,0,0,0,0,0,0,0,0,1
G4S1,G4010136,"<broken>,",1,1,1,1,1,1,1,7,1,0
G4S1,G4010137,and,1,0,0,0,1,0,0,2,0,0
G4S1,G4010138,there,0,0,0,0,0,0,0,0,0,1
G4S1,G4010139,was,0,0,0,0,0,0,0,0,0,1
G4S1,G4010140,a,0,0,0,0,0,0,0,0,0,1
G4S1,G4010141,new,0,0,0,0,0,0,0,0,0,1
G4S1,G4010142,<offspring>,0,0,0,0,0,0,0,0,0,1
G4S1,G4010143,<animal>,0,0,0,1,1,0,0,2,0,0
G4S1,G4010144,in,0,0,0,0,0,0,0,0,0,1
G4S1,G4010145,its,0,0,0,0,0,0,0,0,0,1
G4S1,G4010146,place.,1,1,0,1,1,1,0,5,1,0
G4S2,G4020001,"<proper_name>,",1,1,0,1,1,0,1,5,1,0
G4S2,G4020002,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020003,"<role>,",1,1,0,1,1,1,1,6,1,0
G4S2,G4020004,who,0,0,0,0,0,0,0,0,0,1
G4S2,G4020005,could,0,0,0,0,0,0,0,0,0,1
G4S2,G4020006,not,0,0,0,0,0,0,0,0,0,1
G4S2,G4020007,"<sense>,",1,1,1,1,1,1,1,7,1,0
G4S2,G4020008,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020009,by,0,0,0,0,0,0,0,0,0,1
G4S2,G4020010,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020011,<location>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020012,He,0,0,0,0,0,0,0,0,0,1
G4S2,G4020013,<auditory-action>,0,0,0,0,0,1,0,1,0,0
G4S2,G4020014,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020015,<group>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020016,<movement>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020017,"by,",1,1,1,1,1,1,1,7,1,0
G4S2,G4020018,and,0,0,0,0,0,0,0,0,0,1
G4S2,G4020019,<auditory-action>,0,0,0,0,0,1,0,1,0,0
G4S2,G4020020,to,0,0,0,0,0,0,0,0,0,1
G4S2,G4020021,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020022,sound,0,0,0,0,0,1,0,1,0,0
G4S2,G4020023,of,0,0,0,1,0,0,0,1,0,0
G4S2,G4020024,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020025,<adjective_size>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020026,<object>,1,1,0,1,1,1,0,5,1,0
G4S2,G4020027,which,0,0,0,0,0,0,0,0,0,1
G4S2,G4020028,they,0,0,0,0,0,0,0,0,0,1
G4S2,G4020029,<action>,0,0,0,1,0,1,0,2,0,0
G4S2,G4020030,in,0,0,0,0,0,0,0,0,0,1
G4S2,G4020031,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020032,<container>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020033,"Suddenly,",1,1,0,1,1,1,1,6,1,0
G4S2,G4020034,he,0,0,0,0,0,0,0,0,0,1
G4S2,G4020035,<auditory-action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020036,many,0,0,0,0,0,0,0,0,0,1
G4S2,G4020037,<group>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020038,<movement>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020039,They,0,0,0,0,0,0,0,0,0,1
G4S2,G4020040,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020041,near,0,0,0,0,0,0,0,0,0,1
G4S2,G4020042,him.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020043,He,0,0,0,0,0,0,0,0,0,1
G4S2,G4020044,then,0,0,0,0,0,0,0,0,0,1
G4S2,G4020045,<auditory-action>,0,1,0,0,0,0,0,1,0,0
G4S2,G4020046,one,0,0,0,0,0,0,0,0,0,1
G4S2,G4020047,<person>,0,0,0,1,0,0,0,1,0,0
G4S2,G4020048,<speech>,0,1,0,0,0,1,1,3,0,0
G4S2,G4020049,why,0,0,0,0,0,0,0,0,0,1
G4S2,G4020050,he,0,0,0,0,0,0,0,0,0,1
G4S2,G4020051,was,0,0,0,0,0,0,0,0,0,1
G4S2,G4020052,<condition>,0,0,0,1,1,1,1,4,0,0
G4S2,G4020053,and,0,0,0,0,0,0,0,0,0,1
G4S2,G4020054,if,0,0,0,0,0,0,0,0,0,1
G4S2,G4020055,he,0,0,0,0,0,0,0,0,0,1
G4S2,G4020056,was,0,0,0,0,0,0,0,0,0,1
G4S2,G4020057,a,0,0,0,0,0,0,0,0,0,1
G4S2,G4020058,<moral-label>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020059,Another,0,0,0,0,0,0,0,0,0,1
G4S2,G4020060,<trait>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020061,<person>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020062,<response>,1,0,0,1,0,1,0,3,0,0
G4S2,G4020063,that,0,1,0,0,1,0,1,3,0,0
G4S2,G4020064,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020065,<role>,0,0,0,0,0,1,0,1,0,0
G4S2,G4020066,had,0,0,0,0,0,0,0,0,0,1
G4S2,G4020067,not,0,0,0,0,0,0,0,0,0,1
G4S2,G4020068,<moral-action>,0,0,1,1,0,1,1,4,0,0
G4S2,G4020069,and,0,0,0,0,0,0,0,0,0,1
G4S2,G4020070,that,0,0,0,0,0,0,1,1,0,0
G4S2,G4020071,<deity>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020072,could,0,0,0,0,0,1,0,1,0,0
G4S2,G4020073,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020074,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020075,<sense>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020076,A,0,0,0,0,0,0,0,0,0,1
G4S2,G4020077,<body-part>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020078,went,0,0,0,0,0,0,0,0,0,1
G4S2,G4020079,over,0,0,0,0,0,0,0,0,0,1
G4S2,G4020080,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020081,<body-part>,0,1,0,1,0,1,0,3,0,0
G4S2,G4020082,very,0,0,0,0,0,0,0,0,0,1
G4S2,G4020083,<manner>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020084,Someone,0,0,0,0,0,0,0,0,0,1
G4S2,G4020085,was,0,0,0,0,0,1,0,1,0,0
G4S2,G4020086,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020087,something,0,0,0,0,0,0,0,0,0,1
G4S2,G4020088,on,0,0,0,0,0,0,0,0,0,1
G4S2,G4020089,them.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020090,The,0,0,0,0,0,0,0,0,0,1
G4S2,G4020091,<trait>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020092,<person>,0,0,0,0,0,1,0,1,0,0
G4S2,G4020093,then,0,0,0,0,0,0,0,0,0,1
G4S2,G4020094,<speech>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020095,him,0,1,1,1,0,1,0,4,0,0
G4S2,G4020096,that,0,0,0,0,0,0,1,1,0,0
G4S2,G4020097,he,0,0,0,0,0,0,0,0,0,1
G4S2,G4020098,had,0,0,0,0,0,0,0,0,0,1
G4S2,G4020099,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020100,something,0,0,0,0,0,0,0,0,0,1
G4S2,G4020101,on,0,0,0,0,0,0,0,0,0,1
G4S2,G4020102,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020103,<body-part>,1,0,1,1,1,1,1,6,1,0
G4S2,G4020104,and,0,0,0,0,0,0,0,0,0,1
G4S2,G4020105,<instructed>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020106,him,0,0,0,1,0,1,0,2,0,0
G4S2,G4020107,to,0,0,0,0,0,0,0,0,0,1
G4S2,G4020108,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020109,them,0,0,0,0,0,0,0,0,0,1
G4S2,G4020110,in,0,0,0,0,0,0,0,0,0,1
G4S2,G4020111,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020112,<water-source>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020113,The,0,0,0,0,0,0,0,0,0,1
G4S2,G4020114,first,0,0,0,0,0,0,0,0,0,1
G4S2,G4020115,<person>,0,1,0,1,0,1,0,3,0,0
G4S2,G4020116,<advised>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020117,him,0,0,0,0,0,1,0,1,0,0
G4S2,G4020118,to,0,0,0,0,0,0,0,0,0,1
G4S2,G4020119,<follow>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020120,<religious-figure>’s,0,0,0,0,0,0,0,0,0,1
G4S2,G4020121,<instructions>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020122,<proper_name>,0,1,0,0,0,0,0,1,0,0
G4S2,G4020123,<movement>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020124,towards,0,0,0,0,0,0,0,0,0,1
G4S2,G4020125,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020126,<water-source>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020127,He,0,0,0,0,0,0,0,0,0,1
G4S2,G4020128,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020129,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020130,<body-part>,0,0,0,1,0,1,0,2,0,0
G4S2,G4020131,in,0,0,0,0,0,0,0,0,0,1
G4S2,G4020132,the,0,0,0,0,0,0,0,0,0,1
G4S2,G4020133,<liquid>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020134,"Slowly,",0,1,0,1,1,1,1,5,1,0
G4S2,G4020135,he,0,0,0,0,0,0,0,0,0,1
G4S2,G4020136,<action>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020137,his,0,0,0,0,0,0,0,0,0,1
G4S2,G4020138,<body-part>.,1,1,1,1,1,1,1,7,1,0
G4S2,G4020139,He,0,0,0,0,0,0,0,0,0,1
G4S2,G4020140,could,0,0,0,0,0,0,0,0,0,1
G4S2,G4020141,<sense>,0,0,0,0,0,0,0,0,0,1
G4S2,G4020142,everything!,1,1,1,1,1,1,1,7,1,0
G4S3,G4030001,<professionals>,0,1,0,0,0,0,0,1,0,0
G4S3,G4030002,have,0,0,0,0,0,0,0,0,0,1
G4S3,G4030003,<observed>,0,0,0,1,0,1,0,2,0,0
G4S3,G4030004,a,0,0,0,0,0,0,0,0,0,1
G4S3,G4030005,number,0,0,0,0,0,0,0,0,0,1
G4S3,G4030006,of,0,0,1,0,0,0,0,1,0,0
G4S3,G4030007,<creatures>,0,1,0,1,1,0,0,3,0,0
G4S3,G4030008,and,0,0,0,0,0,0,0,0,0,1
G4S3,G4030009,<creatures>,0,1,0,1,1,1,1,5,1,0
G4S3,G4030010,to,0,0,0,0,0,0,0,0,0,1
G4S3,G4030011,<discover>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030012,out,0,0,0,1,0,1,1,3,0,0
G4S3,G4030013,how,0,0,0,0,0,0,0,0,0,1
G4S3,G4030014,long,0,0,0,0,0,0,0,0,0,1
G4S3,G4030015,they,0,0,0,0,0,0,0,0,0,1
G4S3,G4030016,<exist>.,1,1,1,1,1,1,0,6,1,0
G4S3,G4030017,They,0,0,0,0,0,0,0,0,0,1
G4S3,G4030018,<discovered>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030019,out,0,0,0,1,0,1,0,2,0,0
G4S3,G4030020,that,0,1,0,0,0,0,1,2,0,0
G4S3,G4030021,some,0,0,0,0,0,0,0,0,0,1
G4S3,G4030022,<insects>,0,1,0,1,1,0,1,4,0,0
G4S3,G4030023,<existed>,0,0,0,0,0,1,0,1,0,0
G4S3,G4030024,for,0,0,0,0,0,0,0,0,0,1
G4S3,G4030025,as,0,0,0,0,0,0,0,0,0,1
G4S3,G4030026,long,0,0,0,0,0,0,0,0,0,1
G4S3,G4030027,as,0,0,0,0,0,0,0,0,0,1
G4S3,G4030028,<number>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030029,<time-units>!,1,1,1,1,1,1,1,7,1,0
G4S3,G4030030,The,0,0,0,0,0,0,0,0,0,1
G4S3,G4030031,<creature>,0,1,0,0,0,1,0,2,0,0
G4S3,G4030032,that,0,0,0,0,0,0,0,0,0,1
G4S3,G4030033,<exists>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030034,the,0,0,0,0,0,0,0,0,0,1
G4S3,G4030035,longest,0,1,0,1,1,1,0,4,0,0
G4S3,G4030036,is,0,0,0,0,0,0,0,0,0,1
G4S3,G4030037,the,0,0,0,0,0,0,0,0,0,1
G4S3,G4030038,<creature>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030039,Some,0,0,0,0,0,0,0,0,0,1
G4S3,G4030040,kinds,0,0,0,0,0,0,0,0,0,1
G4S3,G4030041,of,0,0,0,0,0,0,0,0,0,1
G4S3,G4030042,<creatures>,0,1,0,1,0,1,1,4,0,0
G4S3,G4030043,have,0,0,0,0,0,0,0,0,0,1
G4S3,G4030044,<existed>,0,0,0,1,0,1,0,2,0,0
G4S3,G4030045,for,0,0,0,0,0,0,0,0,0,1
G4S3,G4030046,a,0,0,0,0,0,0,0,0,0,1
G4S3,G4030047,<number>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030048,and,0,0,0,0,0,0,0,0,0,1
G4S3,G4030049,<number>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030050,<number>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030051,<time-units>!,1,1,1,1,1,1,1,7,1,0
G4S3,G4030052,Most,0,0,0,0,0,0,0,0,0,1
G4S3,G4030053,<creatures>,0,1,0,0,0,0,0,1,0,0
G4S3,G4030054,<end>,0,1,0,1,1,1,1,5,1,0
G4S3,G4030055,because,0,0,0,0,0,0,0,0,0,1
G4S3,G4030056,they,0,0,0,0,0,0,0,0,0,1
G4S3,G4030057,<become>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030058,<condition>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030059,Some,0,0,0,0,0,0,0,0,0,1
G4S3,G4030060,are,0,0,0,0,0,0,0,0,0,1
G4S3,G4030061,<ended>,0,1,0,1,1,1,0,4,0,0
G4S3,G4030062,by,0,0,0,0,0,0,0,0,0,1
G4S3,G4030063,other,0,0,0,0,0,0,0,0,0,1
G4S3,G4030064,<creatures>,1,1,0,1,1,1,0,5,1,0
G4S3,G4030065,or,0,0,0,0,0,0,0,0,0,1
G4S3,G4030066,by,0,0,0,0,0,0,0,0,0,1
G4S3,G4030067,<human>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030068,Few,0,1,0,0,0,0,0,1,0,0
G4S3,G4030069,<end>,0,0,0,0,0,1,0,1,0,0
G4S3,G4030070,of,0,0,0,0,0,0,0,0,0,1
G4S3,G4030071,<adjective_age>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030072,age.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030073,"So,",0,1,1,1,1,1,1,6,1,0
G4S3,G4030074,it,0,0,0,0,0,0,0,0,0,1
G4S3,G4030075,is,0,0,0,0,0,0,0,0,0,1
G4S3,G4030076,not,0,0,0,0,0,0,0,0,0,1
G4S3,G4030077,<easy>,0,1,0,1,0,1,0,3,0,0
G4S3,G4030078,to,0,0,0,0,0,0,0,0,0,1
G4S3,G4030079,<discover>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030080,out,0,1,0,1,1,1,1,5,1,0
G4S3,G4030081,how,0,0,0,0,0,0,0,0,0,1
G4S3,G4030082,long,0,0,0,0,0,0,0,0,0,1
G4S3,G4030083,<creatures>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030084,<exist>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030085,<professionals>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030086,<believe>,0,0,0,1,0,1,0,2,0,0
G4S3,G4030087,that,0,1,0,0,0,0,1,2,0,0
G4S3,G4030088,<creatures>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030089,in,0,0,0,0,0,0,0,0,0,1
G4S3,G4030090,the,0,0,0,0,0,0,0,0,0,1
G4S3,G4030091,<environment>,0,1,0,1,1,1,1,5,1,0
G4S3,G4030092,generally,0,0,0,0,1,0,0,1,0,0
G4S3,G4030093,<exist>,0,0,0,0,0,1,0,1,0,0
G4S3,G4030094,for,0,0,0,0,0,0,0,0,0,1
G4S3,G4030095,a,0,0,0,0,0,0,0,0,0,1
G4S3,G4030096,longer,0,0,0,0,0,0,0,0,0,1
G4S3,G4030097,<time>,0,1,0,1,1,1,1,5,1,0
G4S3,G4030098,than,0,0,0,0,0,0,0,0,0,1
G4S3,G4030099,those,0,0,0,0,0,0,0,0,0,1
G4S3,G4030100,on,0,0,0,0,0,0,0,0,0,1
G4S3,G4030101,<environment>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030102,The,0,0,0,0,0,0,0,0,0,1
G4S3,G4030103,<liquid>,0,1,0,1,0,1,0,3,0,0
G4S3,G4030104,<carries>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030105,their,0,0,0,0,0,0,0,0,0,1
G4S3,G4030106,<mass>,1,1,0,1,1,1,1,6,1,0
G4S3,G4030107,and,0,0,0,0,0,0,0,0,0,1
G4S3,G4030108,so,0,1,0,1,0,1,1,4,0,0
G4S3,G4030109,they,0,0,0,0,0,0,0,0,0,1
G4S3,G4030110,are,0,0,0,0,0,0,0,0,0,1
G4S3,G4030111,not,0,0,0,0,0,0,0,0,0,1
G4S3,G4030112,<condition>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030113,out,0,0,0,1,0,1,0,2,0,0
G4S3,G4030114,as,0,0,0,0,0,0,0,0,0,1
G4S3,G4030115,<adjective_speed>,0,0,0,1,0,1,0,2,0,0
G4S3,G4030116,as,0,0,0,0,0,0,0,0,0,1
G4S3,G4030117,<environment>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030118,<creatures>.,1,1,1,1,1,1,1,7,1,0
G4S3,G4030119,Many,0,0,0,0,0,0,0,0,0,1
G4S3,G4030120,"<creatures>,",0,1,1,1,1,1,1,6,1,0
G4S3,G4030121,such,0,0,0,0,0,0,0,0,0,1
G4S3,G4030122,as,0,0,0,0,0,0,0,0,0,1
G4S3,G4030123,<creatures>,0,0,0,1,0,0,0,1,0,0
G4S3,G4030124,and,0,0,0,0,0,0,0,0,0,1
G4S3,G4030125,"<creatures>,",1,1,1,1,1,1,1,7,1,0
G4S3,G4030126,<continue>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030127,<growing>,0,1,0,1,0,1,0,3,0,0
G4S3,G4030128,until,0,0,0,0,0,0,0,0,0,1
G4S3,G4030129,they,0,0,0,0,0,0,0,0,0,1
G4S3,G4030130,<end>.,0,1,0,1,1,1,1,5,1,0
G4S3,G4030131,"So,",1,1,1,1,1,1,1,7,1,0
G4S3,G4030132,if,0,0,0,0,0,0,0,0,0,1
G4S3,G4030133,they,0,0,0,0,0,0,0,0,0,1
G4S3,G4030134,are,0,0,0,0,0,0,0,0,0,1
G4S3,G4030135,<cared>,0,0,0,0,0,0,0,0,0,1
G4S3,G4030136,after,0,0,0,0,0,0,0,0,0,1
