StoryID,TokenID,Annotator_Agreement,is_last,word_length,is_capitalized,is_function_word,pos_tag,dep_tag,tag,raw_frequency,language_model_score,sentence_position,num_syllables,syllables_since_last_major_boundary_child,syllables_remaining_till_breath_child,breath_pause_flag_child,cluster_id,tree_depth,tree_width,depth_in_tree,distance_from_root,smallest_constituent_label,smallest_constituent_length,is_constituent_chunk_end,distance_from_phrase_head,forward_position,backward_position,min_span_tree_label_with_next,min_span_tree_length_with_next
G3S2,G30200015,0,FALSE,2,FALSE,TRUE,PRON,nsubj,PRP,153,-13.28454971,4,1,4,3,0,3,7,13,3,3,S,13,1,3,3,9,S,13
G3S2,G30200016,1,FALSE,6,FALSE,FALSE,VERB,ROOT,VBD,9,-20.35485268,5,2,6,1,0,3,7,13,3,3,VP,8,0,0,0,7,VP,8
G3S2,G30200017,0,FALSE,2,FALSE,TRUE,ADP,prep,IN,164,-15.23779678,6,1,0,0,1,3,7,13,4,4,PP,7,0,0,0,6,PP,7
G3S2,G30200018,0,FALSE,5,FALSE,TRUE,NOUN,pobj,NN,4,-18.14105988,7,1,1,6,0,3,7,13,6,6,NP,6,1,0,0,5,NP,6
G3S2,G30200019,0,FALSE,2,FALSE,TRUE,ADP,prep,IN,188,-14.00728321,8,1,2,5,0,3,7,13,6,6,PP,5,0,0,0,4,PP,5
G3S2,G30200020,0,FALSE,3,FALSE,TRUE,DET,predet,PDT,43,-12.32555962,9,1,3,4,0,3,7,13,7,7,NP,4,0,0,0,3,NP,4
G3S2,G30200021,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-7.072694778,10,1,4,3,0,2,7,13,7,7,NP,4,0,1,1,2,NP,4
G3S2,G30200022,0,FALSE,5,FALSE,TRUE,ADJ,amod,JJ,25,-21.52786636,11,2,6,1,0,4,7,13,7,7,NP,4,0,2,2,1,NP,4
G3S2,G30200023,7,TRUE,7,FALSE,FALSE,NOUN,pobj,NNS,24,0,12,3,0,0,1,4,7,13,7,7,NP,4,1,3,3,0,S,13
G3S2,G30200024,0,FALSE,2,TRUE,TRUE,PRON,nsubj,PRP,153,-0.1323343068,1,1,1,6,0,4,7,9,3,3,S,9,1,0,0,8,S,9
G3S2,G30200025,0,FALSE,5,FALSE,FALSE,VERB,ROOT,VBD,4,-2.304154158,2,1,2,5,0,3,7,9,3,3,VP,7,0,0,0,6,VP,7
G3S2,G30200026,0,FALSE,2,FALSE,TRUE,PART,aux,TO,229,-5.20E-05,3,1,3,4,0,3,7,9,5,5,S,6,0,0,0,5,VP,6
G3S2,G30200027,0,FALSE,4,FALSE,TRUE,VERB,xcomp,VB,1,-0.1357774884,4,1,4,3,0,4,7,9,6,6,VP,5,0,0,0,4,VP,5
G3S2,G30200028,2,FALSE,3,FALSE,TRUE,ADP,prt,RP,9,-0.7620550394,5,1,5,2,0,4,7,9,7,7,VP,5,0,1,1,3,VP,5
G3S2,G30200029,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-0.04165999964,6,1,6,1,0,0,7,9,7,7,NP,3,0,0,0,2,NP,3
G3S2,G30200030,0,FALSE,9,FALSE,FALSE,ADJ,amod,JJ,8,-5.195109367,7,3,0,0,1,3,7,9,7,7,NP,3,0,1,1,1,NP,3
G3S2,G30200031,7,TRUE,8,FALSE,FALSE,NOUN,dobj,NNS,2,-21.48853874,8,2,0,5,1,2,7,9,7,7,NP,3,1,2,2,0,S,9
G3S2,G30200032,0,FALSE,3,TRUE,TRUE,DET,det,DT,616,-0.1893804371,1,1,1,6,0,1,5,7,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200033,1,FALSE,7,FALSE,FALSE,NOUN,nsubj,NNS,24,-6.940113068,2,3,4,3,0,3,5,7,3,3,NP,2,1,1,1,0,S,7
G3S2,G30200034,0,FALSE,6,FALSE,TRUE,ADV,advmod,RB,9,-4.655351639,3,2,6,1,0,3,5,7,3,3,S,7,0,2,2,4,S,7
G3S2,G30200035,0,FALSE,6,FALSE,FALSE,VERB,ROOT,VBD,4,-2.851649284,4,2,0,0,1,4,5,7,3,3,VP,3,0,0,0,2,VP,3
G3S2,G30200036,0,FALSE,2,FALSE,TRUE,ADP,prep,IN,41,-0.09414734691,5,1,1,6,0,0,5,7,4,4,PP,2,0,0,0,1,PP,2
G3S2,G30200037,7,TRUE,3,FALSE,TRUE,PRON,pobj,PRP,38,-10.39544582,6,1,0,5,1,1,5,7,5,5,PP,2,1,1,1,0,S,7
G3S2,G30200038,5,FALSE,3,TRUE,TRUE,CCONJ,cc,CC,50,-1.164447069,1,1,1,6,0,3,9,21,2,2,S,21,0,0,0,20,S,21
G3S2,G30200039,0,FALSE,3,FALSE,TRUE,NUM,nummod,CD,58,-8.112716675,3,1,2,5,0,3,9,21,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200040,6,FALSE,3,FALSE,FALSE,NOUN,npadvmod,NN,27,-14.34305668,4,1,3,4,0,2,9,21,3,3,NP,2,1,1,1,0,S,21
G3S2,G30200041,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-13.30920792,6,1,4,3,0,1,9,21,4,4,NP,2,0,0,0,1,NP,2
G3S2,G30200042,0,FALSE,7,FALSE,FALSE,NOUN,nsubj,NNS,24,-10.76060772,7,3,0,0,1,3,9,21,4,4,NP,2,1,1,1,0,S,10
G3S2,G30200043,0,FALSE,4,FALSE,TRUE,AUX,ROOT,VBD,36,-15.74291897,8,1,1,6,0,3,9,21,4,4,VP,8,0,0,0,7,VP,8
G3S2,G30200044,0,FALSE,5,FALSE,FALSE,ADJ,acomp,JJ,6,-14.41505623,9,2,3,4,0,4,9,21,6,6,ADJP,3,0,0,0,2,ADJP,3
G3S2,G30200045,0,FALSE,4,FALSE,TRUE,ADP,prep,IN,35,-10.64698315,10,1,4,3,0,3,9,21,7,7,PP,2,0,0,0,1,PP,2
G3S2,G30200046,5,FALSE,3,FALSE,TRUE,PRON,pobj,PRP,38,-9.00161171,11,1,5,2,0,4,9,21,8,8,PP,2,1,1,1,0,ADJP,7
G3S2,G30200047,1,FALSE,7,FALSE,TRUE,SCONJ,mark,IN,16,-15.59970379,12,2,0,0,1,4,9,21,6,6,SBAR,4,0,0,0,3,SBAR,4
G3S2,G30200048,0,FALSE,2,FALSE,TRUE,PRON,nsubj,PRP,153,-10.38475323,13,1,1,6,0,0,9,21,8,8,S,3,1,0,0,2,S,3
G3S2,G30200049,0,FALSE,3,FALSE,TRUE,AUX,advcl,VBD,130,-14.20266914,14,1,2,5,0,1,9,21,8,8,VP,2,0,0,0,1,VP,2
G3S2,G30200050,7,FALSE,5,FALSE,FALSE,ADJ,acomp,JJ,3,-15.4655962,15,1,3,4,0,1,9,21,9,9,VP,2,1,1,1,0,S,21
G3S2,G30200051,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-16.3593235,17,1,4,3,0,3,9,21,2,2,S,21,0,16,16,4,S,21
G3S2,G30200052,0,FALSE,4,FALSE,TRUE,PRON,nsubj,PRP,97,0,18,1,5,2,0,3,9,21,4,4,S,3,1,0,0,2,S,3
G3S2,G30200053,0,FALSE,3,FALSE,FALSE,VERB,conj,VBD,10,0,19,1,6,1,0,1,9,21,4,4,VP,2,0,0,0,1,VP,2
G3S2,G30200054,7,TRUE,4,FALSE,FALSE,ADV,advmod,RB,14,0,20,2,0,0,1,2,9,21,5,5,VP,2,1,1,1,0,S,21
G3S2,G30200055,0,FALSE,3,TRUE,TRUE,DET,det,DT,616,-0.2077084631,1,1,1,6,0,3,10,16,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200056,2,FALSE,7,FALSE,FALSE,NOUN,nsubj,NN,6,-14.10127831,2,2,3,4,0,1,10,16,3,3,NP,2,1,1,1,0,S,16
G3S2,G30200057,2,FALSE,7,FALSE,FALSE,VERB,ROOT,VBD,3,-4.530263901,3,2,5,2,0,0,10,16,3,3,VP,13,0,0,0,12,VP,13
G3S2,G30200058,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-0.00674045179,4,1,6,1,0,1,10,16,3,3,VP,13,0,1,1,11,VP,13
G3S2,G30200059,2,FALSE,7,FALSE,FALSE,VERB,conj,VBD,3,-4.335540295,5,2,0,0,1,3,10,16,3,3,VP,13,0,0,0,12,VP,13
G3S2,G30200060,0,FALSE,3,FALSE,TRUE,DET,det,DT,43,-2.66E-05,6,1,1,6,0,0,10,16,4,4,ADVP,3,0,0,0,2,ADVP,3
G3S2,G30200061,0,FALSE,3,FALSE,FALSE,NOUN,npadvmod,NN,27,-1.630366683,7,1,2,5,0,0,10,16,4,4,ADVP,3,0,1,1,1,ADVP,3
G3S2,G30200062,7,FALSE,4,FALSE,FALSE,ADV,advmod,RB,20,-1.171609402,8,1,3,4,0,0,10,16,4,4,ADVP,3,0,2,2,0,VP,13
G3S2,G30200063,0,FALSE,6,FALSE,FALSE,VERB,advcl,VBG,2,-15.01242256,10,2,5,2,0,3,10,16,5,5,S,6,0,0,0,5,VP,6
G3S2,G30200064,0,FALSE,3,FALSE,TRUE,SCONJ,mark,IN,57,-11.43861771,11,1,6,1,0,0,10,16,6,6,SBAR,5,0,0,0,4,SBAR,5
G3S2,G30200065,1,FALSE,4,FALSE,TRUE,PRON,nsubj,PRP,26,-15.96533298,12,1,0,0,1,0,10,16,8,8,S,4,1,0,0,3,S,4
G3S2,G30200066,0,FALSE,2,FALSE,TRUE,PART,aux,TO,229,-13.74276352,13,1,1,6,0,0,10,16,8,8,VP,3,0,0,0,2,VP,3
G3S2,G30200067,0,FALSE,4,FALSE,FALSE,VERB,ccomp,VB,9,-20.80453491,14,1,2,5,0,0,10,16,9,9,VP,2,0,0,0,1,VP,2
G3S2,G30200068,7,TRUE,4,FALSE,TRUE,ADV,advmod,RB,10,0,15,1,0,4,1,1,10,16,10,10,VP,2,1,1,1,0,S,16
G3S2,G30200069,1,FALSE,3,TRUE,TRUE,CCONJ,cc,CC,50,-0.237145707,1,1,1,6,0,2,5,8,2,2,S,8,0,0,0,7,S,8
G3S2,G30200070,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-0.05106170848,2,1,2,5,0,1,5,8,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200071,2,FALSE,7,FALSE,FALSE,NOUN,nsubj,NNS,24,-8.22652626,3,3,5,2,0,0,5,8,3,3,NP,2,1,1,1,0,S,8
G3S2,G30200072,0,FALSE,3,FALSE,TRUE,AUX,aux,VBD,15,-0.3523594141,4,1,6,1,0,0,5,8,3,3,VP,4,0,0,0,3,VP,4
G3S2,G30200073,0,FALSE,3,FALSE,TRUE,PART,neg,RB,63,-0.007585412823,5,1,0,0,1,0,5,8,3,3,VP,4,0,1,1,2,VP,4
G3S2,G30200074,0,FALSE,4,FALSE,FALSE,VERB,ROOT,VB,9,-1.509566188,6,1,1,6,0,0,5,8,4,4,VP,2,0,0,0,1,VP,2
G3S2,G30200075,7,TRUE,4,FALSE,TRUE,ADV,advmod,RB,10,-19.83784485,7,1,0,5,1,4,5,8,5,5,VP,2,1,1,1,0,S,8
G3S2,G30200076,5,FALSE,4,TRUE,FALSE,ADV,advmod,RB,7,-4.297409534,1,1,1,6,0,4,4,7,3,3,S,7,0,0,0,6,S,7
G3S2,G30200077,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-11.18674946,3,1,2,5,0,0,4,7,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200078,0,FALSE,5,FALSE,FALSE,NOUN,nsubj,NN,4,-10.33295155,4,1,3,4,0,0,4,7,3,3,NP,2,1,1,1,0,S,7
G3S2,G30200079,0,FALSE,6,FALSE,TRUE,VERB,ROOT,VBD,8,-19.31892967,5,2,5,2,0,0,4,7,3,3,VP,2,0,0,0,1,VP,2
G3S2,G30200080,7,TRUE,3,FALSE,FALSE,ADJ,acomp,JJ,3,0,6,1,0,1,1,1,4,7,4,4,VP,2,1,1,1,0,S,7
G3S2,G30200081,0,FALSE,4,TRUE,FALSE,NOUN,nsubj,NNS,7,-1.709257483,1,1,1,6,0,0,4,4,3,3,S,4,1,0,0,3,S,4
G3S2,G30200082,0,FALSE,4,FALSE,FALSE,VERB,ROOT,VBD,18,-0.7969815731,2,1,2,5,0,1,4,4,3,3,VP,2,0,0,0,1,VP,2
G3S2,G30200083,7,TRUE,2,FALSE,TRUE,ADV,advmod,RB,31,-12.73798847,3,1,0,4,1,2,4,4,4,4,VP,2,1,1,1,0,S,4
G3S2,G30200084,0,FALSE,3,TRUE,TRUE,DET,det,DT,616,-0.4939906895,1,1,1,6,0,1,4,6,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200085,0,FALSE,7,FALSE,FALSE,NOUN,nsubj,NN,6,-11.90918541,2,2,3,4,0,0,4,6,3,3,NP,2,1,1,1,0,S,6
G3S2,G30200086,0,FALSE,3,FALSE,TRUE,AUX,ROOT,VBD,130,-1.824209929,3,1,4,3,0,0,4,6,3,3,VP,3,0,0,0,2,VP,3
G3S2,G30200087,0,FALSE,4,FALSE,TRUE,ADV,advmod,RB,32,-1.665195465,4,2,6,1,0,4,4,6,4,4,ADJP,2,0,0,0,1,ADJP,2
G3S2,G30200088,7,TRUE,3,FALSE,FALSE,ADJ,acomp,JJ,9,-13.41578674,5,1,0,0,1,1,4,6,4,4,ADJP,2,1,1,1,0,S,6
G3S2,G30200089,0,FALSE,2,TRUE,TRUE,PRON,nsubj,PRP,153,-0.6286152601,1,1,1,6,0,1,5,7,3,3,S,7,1,0,0,6,S,7
G3S2,G30200090,0,FALSE,3,FALSE,TRUE,AUX,aux,VBD,15,-0.3236685097,2,1,2,5,0,4,5,7,3,3,VP,5,0,0,0,4,VP,5
G3S2,G30200091,0,FALSE,3,FALSE,TRUE,PART,neg,RB,63,-0.0001115736741,3,1,3,4,0,1,5,7,3,3,VP,5,0,1,1,3,VP,5
G3S2,G30200092,0,FALSE,5,FALSE,FALSE,VERB,ROOT,VB,1,-6.421069622,4,1,4,3,0,0,5,7,4,4,VP,3,0,0,0,2,VP,3
G3S2,G30200093,0,FALSE,3,FALSE,TRUE,PRON,advmod,DT,6,-0.1274141818,5,2,6,1,0,4,5,7,5,5,ADVP,2,0,0,0,1,ADVP,2
G3S2,G30200094,7,TRUE,4,FALSE,TRUE,ADJ,dobj,JJR,14,-18.59537315,6,1,0,0,1,1,5,7,5,5,ADVP,2,1,1,1,0,S,7
G3S2,G30200095,0,FALSE,2,TRUE,TRUE,PRON,nsubj,PRP,153,-0.2766119242,1,1,1,6,0,4,5,7,3,3,S,7,1,0,0,6,S,7
G3S2,G30200096,0,FALSE,3,FALSE,TRUE,AUX,aux,VBD,68,-0.2331687063,2,1,2,5,0,4,5,7,3,3,VP,5,0,0,0,4,VP,5
G3S2,G30200097,0,FALSE,4,FALSE,FALSE,VERB,ROOT,VBN,2,-0.6749338508,3,1,3,4,0,4,5,7,4,4,VP,4,0,0,0,3,VP,4
G3S2,G30200098,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-0.193908304,4,1,4,3,0,4,5,7,5,5,NP,3,0,0,0,2,NP,3
G3S2,G30200099,0,FALSE,6,FALSE,FALSE,ADJ,amod,JJ,5,-6.539749622,5,2,6,1,0,2,5,7,5,5,NP,3,0,1,1,1,NP,3
G3S2,G30200100,7,TRUE,5,FALSE,FALSE,NOUN,dobj,NN,4,-20.82413673,6,1,0,0,1,2,5,7,5,5,NP,3,1,2,2,0,S,7
G3S2,G30200101,0,FALSE,1,TRUE,TRUE,DET,det,DT,222,-4.584195614,1,1,1,6,0,3,5,9,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200102,2,FALSE,6,FALSE,FALSE,NOUN,nsubj,NN,6,-8.729023933,2,2,3,4,0,1,5,9,3,3,NP,2,1,1,1,0,S,9
G3S2,G30200103,0,FALSE,3,FALSE,FALSE,VERB,ROOT,VBD,15,-1.401324987,3,1,4,3,0,4,5,9,4,4,VP,4,0,0,0,3,VP,4
G3S2,G30200104,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-0.5470101833,4,1,5,2,0,2,5,9,5,5,NP,3,0,0,0,2,NP,3
G3S2,G30200105,0,FALSE,3,FALSE,FALSE,ADJ,amod,JJ,9,-7.859045982,5,1,6,1,0,1,5,9,5,5,NP,3,0,1,1,1,NP,3
G3S2,G30200106,4,FALSE,7,FALSE,FALSE,NOUN,dobj,NN,6,-11.17008209,6,2,0,0,1,0,5,9,5,5,NP,3,1,2,2,0,VP,6
G3S2,G30200107,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-0.005514409859,7,1,1,6,0,1,5,9,3,3,VP,6,0,4,4,1,VP,6
G3S2,G30200108,7,TRUE,6,FALSE,FALSE,VERB,conj,VBD,4,-14.81629086,8,2,0,4,1,3,5,9,4,4,VP,6,1,5,5,0,S,9
G3S2,G30200109,0,FALSE,2,TRUE,TRUE,PRON,nsubj,PRP,153,-0.9099972248,1,1,1,6,0,1,6,10,3,3,S,10,1,0,0,9,S,10
G3S2,G30200110,0,FALSE,4,FALSE,FALSE,VERB,ROOT,VBD,19,-0.06076833606,2,1,2,5,0,2,6,10,3,3,VP,8,0,0,0,7,VP,8
G3S2,G30200111,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-0.08459920436,3,1,3,4,0,0,6,10,4,4,NP,2,0,0,0,1,NP,2
G3S2,G30200112,4,FALSE,7,FALSE,FALSE,NOUN,dobj,NNS,24,-6.000448227,4,3,6,1,0,0,6,10,4,4,NP,2,1,1,1,0,VP,8
G3S2,G30200113,0,FALSE,3,FALSE,TRUE,SCONJ,advmod,WRB,15,-0.0003407612967,5,1,0,0,1,1,6,10,5,5,WHADJP,2,0,0,0,1,WHADJP,2
G3S2,G30200114,0,FALSE,3,FALSE,FALSE,ADJ,acomp,JJ,9,-6.33962965,6,1,1,6,0,2,6,10,5,5,WHADJP,2,0,1,1,0,VP,8
G3S2,G30200115,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-0.161755383,7,1,2,5,0,0,6,10,4,4,NP,2,0,0,0,1,VP,8
G3S2,G30200116,0,FALSE,7,FALSE,FALSE,NOUN,nsubj,NN,6,-11.53662491,8,2,4,3,0,0,6,10,6,6,NP,2,1,5,1,0,S,3
G3S2,G30200117,7,TRUE,3,FALSE,TRUE,AUX,ccomp,VBD,130,-10.46263027,9,1,0,2,1,3,6,10,6,6,S,3,1,6,2,0,S,10
G3S2,G30200118,6,FALSE,4,TRUE,FALSE,ADV,advmod,RB,7,-5.342909336,1,1,1,6,0,3,4,7,3,3,S,7,0,0,0,6,S,7
G3S2,G30200119,0,FALSE,4,FALSE,TRUE,PRON,nsubj,PRP,97,-9.03181076,3,1,2,5,0,0,4,7,4,4,NP,2,1,0,0,1,NP,2
G3S2,G30200120,0,FALSE,3,FALSE,TRUE,PRON,appos,DT,43,-9.859131813,4,1,3,4,0,0,4,7,4,4,NP,2,1,1,1,0,S,7
G3S2,G30200121,0,FALSE,4,FALSE,FALSE,VERB,ROOT,VBD,18,-24.97200012,5,1,4,3,0,1,4,7,3,3,VP,2,0,0,0,1,VP,2
G3S2,G30200122,7,TRUE,4,FALSE,TRUE,ADV,advmod,RB,10,0,6,1,0,2,1,2,4,7,4,4,VP,2,1,1,1,0,S,7
G3S2,G30200123,0,FALSE,3,TRUE,TRUE,DET,det,DT,616,-1.045201182,1,1,1,6,0,1,4,6,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200124,1,FALSE,7,FALSE,FALSE,NOUN,nsubj,NN,6,-10.02338028,2,2,3,4,0,0,4,6,3,3,NP,2,1,1,1,0,S,6
G3S2,G30200125,0,FALSE,3,FALSE,TRUE,AUX,ROOT,VBD,130,-0.9413740635,3,1,4,3,0,0,4,6,3,3,VP,3,0,0,0,2,VP,3
G3S2,G30200126,0,FALSE,4,FALSE,TRUE,ADV,advmod,RB,32,-1.609796166,4,2,6,1,0,0,4,6,4,4,ADJP,2,0,0,0,1,ADJP,2
G3S2,G30200127,7,TRUE,5,FALSE,FALSE,ADJ,acomp,JJ,4,-12.0024929,5,2,0,0,1,4,4,6,4,4,ADJP,2,1,1,1,0,S,6
G3S2,G30200128,0,FALSE,3,TRUE,TRUE,CCONJ,cc,CC,50,-0.2970964611,1,1,1,6,0,4,4,8,2,2,S,8,0,0,0,7,S,8
G3S2,G30200129,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-1.484473825,2,1,2,5,0,0,4,8,3,3,NP,2,0,0,0,1,NP,2
G3S2,G30200130,3,FALSE,5,FALSE,FALSE,NOUN,nsubj,NN,4,-5.703713417,3,1,3,4,0,0,4,8,3,3,NP,2,1,1,1,0,S,8
G3S2,G30200131,0,FALSE,5,FALSE,TRUE,ADV,neg,RB,5,-2.839094162,4,2,5,2,0,4,4,8,3,3,S,8,0,3,3,4,S,8
G3S2,G30200132,0,FALSE,6,FALSE,TRUE,VERB,ROOT,VBD,8,-4.348726273,5,2,0,0,1,0,4,8,3,3,VP,3,0,0,0,2,VP,3
G3S2,G30200133,0,FALSE,6,FALSE,FALSE,ADJ,acomp,JJ,5,-10.01820946,6,2,2,5,0,1,4,8,4,4,VP,3,0,1,1,1,VP,3
G3S2,G30200134,7,TRUE,5,FALSE,TRUE,ADV,advmod,RB,6,-18.29675484,7,2,0,3,1,3,4,8,4,4,VP,3,1,2,2,0,S,8
G7S2,G7020001,0,FALSE,3,TRUE,TRUE,NUM,nummod,CD,58,-0.1637556255,1,1,1,6,0,1,9,17,3,3,NP,2,0,0,0,1,NP,2
G7S2,G7020002,7,FALSE,5,FALSE,FALSE,NOUN,npadvmod,NN,8,-1.000448942,2,1,2,5,0,4,9,17,3,3,NP,2,1,1,1,0,S,17
G7S2,G7020003,0,FALSE,1,FALSE,TRUE,DET,det,DT,222,-13.20842743,4,1,3,4,0,1,9,17,3,3,NP,2,0,0,0,1,NP,2
G7S2,G7020004,0,FALSE,6,FALSE,FALSE,NOUN,nsubj,NN,3,-13.33052158,5,2,5,2,0,2,9,17,3,3,NP,2,1,1,1,0,S,17
G7S2,G7020005,0,FALSE,3,FALSE,TRUE,AUX,aux,VBD,130,-11.47668362,6,1,6,1,0,2,9,17,3,3,VP,11,0,0,0,10,VP,11
G7S2,G7020006,2,FALSE,8,FALSE,FALSE,VERB,ROOT,VBG,2,-15.36754704,7,2,0,0,1,4,9,17,5,5,VP,8,0,0,0,7,VP,8
G7S2,G7020007,0,FALSE,4,FALSE,FALSE,ADP,prep,IN,7,-14.74443722,8,1,1,6,0,4,9,17,6,6,PP,7,0,0,0,6,PP,7
G7S2,G7020008,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-8.601621628,9,1,2,5,0,4,9,17,8,8,NP,3,0,0,0,2,NP,3
G7S2,G7020009,0,FALSE,6,FALSE,FALSE,ADJ,amod,JJ,26,-12.32131577,10,2,4,3,0,2,9,17,8,8,NP,3,0,1,1,1,NP,3
G7S2,G7020010,2,FALSE,4,FALSE,FALSE,NOUN,pobj,NN,8,-12.95396805,11,1,5,2,0,1,9,17,8,8,NP,3,1,2,2,0,NP,6
G7S2,G7020011,0,FALSE,7,FALSE,FALSE,ADP,prep,IN,3,-15.87520695,12,2,0,0,1,4,9,17,8,8,PP,3,0,0,0,2,PP,3
G7S2,G7020012,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-14.4165144,13,1,1,6,0,3,9,17,9,9,NP,2,0,0,0,1,NP,2
G7S2,G7020013,5,FALSE,3,FALSE,FALSE,NOUN,pobj,NN,2,-16.92856407,14,1,2,5,0,2,9,17,9,9,NP,2,1,1,1,0,VP,10
G7S2,G7020014,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-13.04681396,15,1,3,4,0,1,9,17,4,4,VP,10,0,8,8,1,VP,10
G7S2,G7020015,6,TRUE,8,FALSE,FALSE,NOUN,conj,NN,1,0,16,2,0,2,1,2,9,17,5,5,VP,10,1,9,9,0,S,17
G7S2,G7020016,0,FALSE,2,TRUE,TRUE,PRON,nsubj,PRP,153,-0.1488639265,1,1,1,6,0,3,10,27,3,3,S,27,1,0,0,26,S,27
G7S2,G7020017,4,FALSE,6,FALSE,FALSE,VERB,ROOT,VBD,2,0,2,1,2,5,0,2,10,27,3,3,VP,25,0,0,0,24,VP,25
G7S2,G7020018,1,FALSE,4,FALSE,TRUE,SCONJ,mark,IN,114,-0.0148633467,3,1,3,4,0,2,10,27,4,4,SBAR,24,0,0,0,23,SBAR,24
G7S2,G7020019,0,FALSE,1,FALSE,TRUE,DET,det,DT,222,-0.03792664781,4,1,4,3,0,2,10,27,6,6,NP,3,0,0,0,2,NP,3
G7S2,G7020020,0,FALSE,5,FALSE,FALSE,ADJ,amod,JJ,5,-2.237579346,5,1,5,2,0,2,10,27,6,6,NP,3,0,1,1,1,NP,3
G7S2,G7020021,3,FALSE,9,FALSE,FALSE,NOUN,nsubj,NN,3,-3.427592754,6,3,0,0,1,2,10,27,6,6,NP,3,1,2,2,0,S,23
G7S2,G7020022,0,FALSE,4,FALSE,FALSE,VERB,ccomp,VBD,18,-0.3763992488,7,1,1,6,0,3,10,27,7,7,VP,5,0,0,0,4,VP,5
G7S2,G7020023,0,FALSE,3,FALSE,TRUE,ADP,prep,IN,32,-0.0033953893,8,1,2,5,0,4,10,27,8,8,PP,4,0,0,0,3,PP,4
G7S2,G7020024,0,FALSE,2,FALSE,TRUE,ADP,prep,IN,188,-0.01877664961,9,1,3,4,0,2,10,27,9,9,PP,3,0,0,0,2,PP,3
G7S2,G7020025,0,FALSE,3,FALSE,TRUE,DET,det,DT,616,-0.331296742,10,1,4,3,0,3,10,27,10,10,NP,2,0,0,0,1,NP,2
G7S2,G7020026,7,FALSE,5,FALSE,FALSE,NOUN,pobj,NN,2,-4.459457397,11,2,6,1,0,2,10,27,10,10,NP,2,1,1,1,0,VP,20
G7S2,G7020027,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-10.16843128,13,1,0,0,1,1,10,27,6,6,VP,20,0,6,6,13,VP,20
G7S2,G7020028,0,FALSE,6,FALSE,FALSE,VERB,conj,VBD,6,-16.64406776,14,1,1,6,0,2,10,27,7,7,VP,6,0,0,0,5,VP,6
G7S2,G7020029,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,88,-11.0235281,15,1,2,5,0,2,10,27,8,8,NP,2,0,0,0,1,NP,2
G7S2,G7020030,2,FALSE,3,FALSE,FALSE,NOUN,dobj,NN,2,-17.3109436,16,1,3,4,0,2,10,27,8,8,NP,2,1,1,1,0,VP,6
G7S2,G7020031,0,FALSE,7,FALSE,TRUE,ADP,prep,IN,2,-12.74570179,17,2,5,2,0,2,10,27,8,8,PP,3,0,0,0,2,PP,3
G7S2,G7020032,0,FALSE,3,FALSE,TRUE,PRON,poss,PRP$,13,-15.82031727,18,1,6,1,0,3,10,27,9,9,NP,2,0,0,0,1,NP,2
G7S2,G7020033,7,FALSE,5,FALSE,FALSE,NOUN,pobj,NNS,2,-18.45716476,19,1,0,0,1,2,10,27,9,9,NP,2,1,1,1,0,VP,20
G7S2,G7020034,0,FALSE,3,FALSE,TRUE,CCONJ,cc,CC,239,-13.70883369,21,1,1,6,0,1,10,27,6,6,VP,20,0,6,6,13,VP,20
G7S2,G7020035,0,FALSE,7,FALSE,FALSE,VERB,conj,VBD,1,-15.47375011,22,2,3,4,0,2,10,27,7,7,VP,5,0,0,0,4,VP,5
G7S2,G7020036,3,FALSE,3,FALSE,TRUE,PRON,dobj,PRP,38,-15.01802826,23,1,4,3,0,4,10,27,8,8,VP,5,1,1,1,3,VP,5
G7S2,G7020037,0,FALSE,4,FALSE,TRUE,ADP,prep,IN,25,-14.99313641,24,2,6,1,0,2,10,27,8,8,PP,3,0,0,0,2,VP,20
